locus_tag	ftype	length_bp	gene	EC_number	COG	product
KENBAJHJ_05337	CDS	456				DNA replication initiator protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05338	CDS	747				hypothetical protein
KENBAJHJ_05339	CDS	252				putative peptidase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05340	CDS	576				putative oxidoreductase / K + channel protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05341	CDS	792				hypothetical protein
KENBAJHJ_05342	CDS	456				hypothetical protein
KENBAJHJ_05343	CDS	600				hypothetical protein
KENBAJHJ_05344	CDS	432				hypothetical protein
KENBAJHJ_05345	CDS	444				putative transporter [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05346	CDS	675				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05347	CDS	783				hypothetical protein
KENBAJHJ_05348	CDS	318				hypothetical protein
KENBAJHJ_05349	CDS	255				hypothetical protein
KENBAJHJ_05350	CDS	588	mgtA	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
KENBAJHJ_05351	CDS	543				hypothetical protein
KENBAJHJ_05352	CDS	204				hypothetical protein
KENBAJHJ_05353	CDS	384				hypothetical protein
KENBAJHJ_05354	CDS	759				succinyl-CoA synthetase, alpha subunit [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05355	CDS	174				hypothetical protein
KENBAJHJ_05356	CDS	495				hypothetical protein
KENBAJHJ_05357	CDS	750				UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_05358	CDS	588				hypothetical protein
KENBAJHJ_05359	CDS	474				hypothetical protein
KENBAJHJ_05360	CDS	717				tricarboxylic transport regulatory protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05361	CDS	744				putative ABC-type polar amino acid transport system [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05362	CDS	810				hypothetical protein
KENBAJHJ_05363	CDS	234				hypothetical protein
KENBAJHJ_05364	CDS	162				hypothetical protein
KENBAJHJ_05365	CDS	492				hypothetical protein
KENBAJHJ_05366	CDS	189				hypothetical protein
KENBAJHJ_05367	CDS	174				hypothetical protein
KENBAJHJ_05368	CDS	420				hypothetical protein
KENBAJHJ_05369	CDS	729				hypothetical protein
KENBAJHJ_05370	CDS	504				hypothetical protein
KENBAJHJ_05371	CDS	753				transketolase 1 isozyme [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05372	CDS	510				hypothetical protein
KENBAJHJ_05373	CDS	249				dipeptide transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05374	CDS	426				hypothetical protein
KENBAJHJ_05375	CDS	321				hypothetical protein
KENBAJHJ_05376	CDS	846				maltose transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05377	CDS	876				putative acyl-CoA dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05378	CDS	612				regulatory protein sensor for oxidative stress [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_05379	CDS	192				hypothetical protein
KENBAJHJ_05380	CDS	432				hypothetical protein
KENBAJHJ_05381	CDS	174				hypothetical protein
KENBAJHJ_05382	CDS	192				hypothetical protein
KENBAJHJ_05383	CDS	645				hypothetical protein
KENBAJHJ_05384	CDS	249				hypothetical protein
KENBAJHJ_05385	CDS	234				hypothetical protein
KENBAJHJ_05386	CDS	180				hypothetical protein
KENBAJHJ_05387	CDS	270				hypothetical protein
KENBAJHJ_05388	CDS	609				protein chain elongation factor EF-Tu [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05389	CDS	246				L-idonate regulator [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05390	CDS	573	yijE			putative cystine transporter YijE
KENBAJHJ_05391	CDS	801				hypothetical protein
KENBAJHJ_05392	CDS	192				hypothetical protein
KENBAJHJ_05393	CDS	459				hypothetical protein
KENBAJHJ_05394	CDS	171				hypothetical protein
KENBAJHJ_05395	CDS	609				hypothetical protein
KENBAJHJ_05396	CDS	498				plant pathogenicity factor-like protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05397	CDS	288	iucD	1.14.13.59	COG3486	L-lysine N6-monooxygenase
KENBAJHJ_05398	CDS	420				component of modulator for protease specific for FtsH phage lambda cII repressor [Salmonella enterica subsp.enterica serovar Typhimurium str. LT2]
KENBAJHJ_05399	CDS	252				hypothetical protein
KENBAJHJ_05400	CDS	738			COG1357	Pentapeptide repeat protein
KENBAJHJ_05401	CDS	810				hypothetical protein
KENBAJHJ_05402	CDS	480				periplasmic beta-D-glucoside glucohydrolase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05403	CDS	741				oligopeptide transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05404	CDS	717				hypothetical protein
KENBAJHJ_05405	CDS	732	takP		COG4663	Alpha-keto acid-binding periplasmic protein TakP
KENBAJHJ_05406	CDS	483				hypothetical protein
KENBAJHJ_05407	CDS	495				pseudouridylate synthase I [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05408	CDS	672				hypothetical protein
KENBAJHJ_05409	CDS	258				hypothetical protein
KENBAJHJ_05410	CDS	495				histidine ammonia lyase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05411	CDS	204				hypothetical protein
KENBAJHJ_05412	CDS	288				hypothetical protein
KENBAJHJ_05413	CDS	144				hypothetical protein
KENBAJHJ_05414	rRNA	965				23S ribosomal RNA (partial)
KENBAJHJ_05415	CDS	801				spermidine/putrescine transporter [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05416	CDS	210				hypothetical protein
KENBAJHJ_05417	CDS	783				hypothetical protein
KENBAJHJ_05418	CDS	495				putative ABC-type multidrug transport system, ATPase component [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05419	CDS	630				hypothetical protein
KENBAJHJ_05420	CDS	684				glycine/betaine/proline transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05421	CDS	198				hypothetical protein
KENBAJHJ_05422	CDS	582				propanediol utilization B12 related protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05423	CDS	609				hypothetical protein
KENBAJHJ_05424	CDS	363				hypothetical protein
KENBAJHJ_05425	CDS	294				hypothetical protein
KENBAJHJ_05426	CDS	357				hypothetical protein
KENBAJHJ_05427	CDS	183				hypothetical protein
KENBAJHJ_05428	CDS	150				hypothetical protein
KENBAJHJ_05429	CDS	480				putative resistance protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05430	CDS	471				hypothetical protein
KENBAJHJ_05431	CDS	420				hypothetical protein
KENBAJHJ_05432	CDS	366				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05433	CDS	237				hypothetical protein
KENBAJHJ_05434	CDS	675				hypothetical protein
KENBAJHJ_05435	CDS	105				hypothetical protein
KENBAJHJ_05436	CDS	411				response regulator in two-component regulatory system with PhoQ [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05437	CDS	507				undecaprenyl pyrophosphate synthetase (di-trans, poly-cis-decaprenylcistransferase) [Salmonella enterica subsp.enterica serovar Typhimurium str. LT2]
KENBAJHJ_05438	CDS	336				hypothetical protein
KENBAJHJ_05439	CDS	534				hypothetical protein
KENBAJHJ_05440	CDS	459				hypothetical protein
KENBAJHJ_05441	CDS	654				putative cytoplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05442	CDS	297				sensory kinase in two component regulatory system with HydG [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05443	CDS	510	ppaT	2.6.1.30	COG0075	Pyridoxamine--pyruvate transaminase
KENBAJHJ_05444	CDS	393				hypothetical protein
KENBAJHJ_05445	CDS	609				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05446	CDS	135				hypothetical protein
KENBAJHJ_05447	CDS	312				hypothetical protein
KENBAJHJ_05448	CDS	177				hypothetical protein
KENBAJHJ_05449	CDS	333				hypothetical protein
KENBAJHJ_05450	CDS	303				hypothetical protein
KENBAJHJ_05451	CDS	387				hypothetical protein
KENBAJHJ_05452	CDS	735				putative GMP synthase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05453	CDS	738				hypothetical protein
KENBAJHJ_05454	CDS	327				hypothetical protein
KENBAJHJ_05455	CDS	423				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05456	CDS	423				hypothetical protein
KENBAJHJ_05457	CDS	636				UDP-galactose 4-epimerase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05458	CDS	171				hypothetical protein
KENBAJHJ_05459	CDS	318				hypothetical protein
KENBAJHJ_05460	CDS	288	sdhE		COG2938	FAD assembly factor SdhE
KENBAJHJ_05461	CDS	522				hypothetical protein
KENBAJHJ_05462	CDS	699				hypothetical protein
KENBAJHJ_05463	CDS	390				hypothetical protein
KENBAJHJ_05464	CDS	684				hypothetical protein
KENBAJHJ_05465	CDS	222				hypothetical protein
KENBAJHJ_05466	CDS	513				hypothetical protein
KENBAJHJ_05467	CDS	615				hypothetical protein
KENBAJHJ_05468	CDS	459				putative recombination protein, gap repair [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05469	CDS	258				putative DedA family membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05470	CDS	528				hypothetical protein
KENBAJHJ_05471	CDS	444				oligopeptide transport protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05472	CDS	411				hypothetical protein
KENBAJHJ_05473	CDS	357				hypothetical protein
KENBAJHJ_05474	CDS	474				putative MarC family integral membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str.LT2]
KENBAJHJ_05475	CDS	345				hypothetical protein
KENBAJHJ_05476	CDS	249				hypothetical protein
KENBAJHJ_05477	CDS	459				hypothetical protein
KENBAJHJ_05478	CDS	867				putative dehydrogenases [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05479	CDS	600	dnaA			Chromosomal replication initiator protein DnaA
KENBAJHJ_05480	CDS	618				hypothetical protein
KENBAJHJ_05481	CDS	522				hypothetical protein
KENBAJHJ_05482	CDS	840	ndhM	1.17.1.5		Nicotinate dehydrogenase medium molybdopterin subunit
KENBAJHJ_05483	CDS	531				hypothetical protein
KENBAJHJ_05484	CDS	180	neoG	1.1.3.43		Paromamine 6'-oxidase
KENBAJHJ_05485	CDS	570				hypothetical protein
KENBAJHJ_05486	CDS	267				hypothetical protein
KENBAJHJ_05487	CDS	210				hypothetical protein
KENBAJHJ_05488	CDS	186				hypothetical protein
KENBAJHJ_05489	CDS	501				hypothetical protein
KENBAJHJ_05490	CDS	447	mutB	5.4.99.2	COG1884	putative methylmalonyl-CoA mutase large subunit
KENBAJHJ_05491	CDS	426				hypothetical protein
KENBAJHJ_05492	CDS	327				hypothetical protein
KENBAJHJ_05493	CDS	384				hypothetical protein
KENBAJHJ_05494	CDS	465				MarR family transcriptional regulator for hemolysin [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05495	CDS	294				hypothetical protein
KENBAJHJ_05496	CDS	561				hypothetical protein
KENBAJHJ_05497	CDS	294				hypothetical protein
KENBAJHJ_05498	CDS	561				hypothetical protein
KENBAJHJ_05499	CDS	300				serine acetyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05500	CDS	207				hypothetical protein
KENBAJHJ_05501	CDS	822				proline tRNA synthetase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05502	CDS	144				hypothetical protein
KENBAJHJ_05503	CDS	225				hypothetical protein
KENBAJHJ_05504	CDS	279				hypothetical protein
KENBAJHJ_05505	CDS	702				hypothetical protein
KENBAJHJ_05506	CDS	354				hypothetical protein
KENBAJHJ_05507	CDS	378				hypothetical protein
KENBAJHJ_05508	CDS	219				hypothetical protein
KENBAJHJ_05509	CDS	144				hypothetical protein
KENBAJHJ_05510	CDS	654				hypothetical protein
KENBAJHJ_05511	CDS	273				hypothetical protein
KENBAJHJ_05512	CDS	243				hypothetical protein
KENBAJHJ_05513	CDS	315				hypothetical protein
KENBAJHJ_05514	CDS	735				putative oxidoreductase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05515	CDS	318				DNA replication initiator protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05516	CDS	657				hypothetical protein
KENBAJHJ_05517	CDS	687				hypothetical protein
KENBAJHJ_05518	CDS	678				hypothetical protein
KENBAJHJ_05519	CDS	120	cydX	1.10.3.14		Cytochrome bd ubiquinol oxidase subunit X
KENBAJHJ_05520	CDS	699				hypothetical protein
KENBAJHJ_05521	CDS	291				hypothetical protein
KENBAJHJ_05522	CDS	378				hypothetical protein
KENBAJHJ_05523	CDS	360				hypothetical protein
KENBAJHJ_05524	CDS	534				putative ATPase components of ABC-type transport system, containing duplicated ATPase domain [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05525	CDS	192				hypothetical protein
KENBAJHJ_05526	CDS	342				hypothetical protein
KENBAJHJ_05527	CDS	573				putative HlyD family secretion protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05528	CDS	825				hypothetical protein
KENBAJHJ_05529	CDS	327				hypothetical protein
KENBAJHJ_05530	CDS	150				hypothetical protein
KENBAJHJ_05531	CDS	234				hypothetical protein
KENBAJHJ_05532	CDS	732				hypothetical protein
KENBAJHJ_05533	CDS	255		5.2.1.8	COG0760	putative parvulin-type peptidyl-prolyl cis-trans isomerase
KENBAJHJ_05534	CDS	273				hypothetical protein
KENBAJHJ_05535	CDS	183				hypothetical protein
KENBAJHJ_05536	CDS	822				hypothetical protein
KENBAJHJ_05537	CDS	321				hypothetical protein
KENBAJHJ_05538	CDS	360				hypothetical protein
KENBAJHJ_05539	CDS	678				hypothetical protein
KENBAJHJ_05540	CDS	405				hypothetical protein
KENBAJHJ_05541	CDS	702			COG2948	Type IV secretion system protein virB10
KENBAJHJ_05542	CDS	780				hypothetical protein
KENBAJHJ_05543	CDS	474				hypothetical protein
KENBAJHJ_05544	CDS	252				hypothetical protein
KENBAJHJ_05545	CDS	570				hypothetical protein
KENBAJHJ_05546	CDS	300				putative sugar-binding periplasmic protein
KENBAJHJ_05547	CDS	777				putative PAS/PAC domain protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05548	CDS	282				hypothetical protein
KENBAJHJ_05549	CDS	270				30S ribosomal subunit protein S15 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05550	CDS	687				putative phosphatase/phosphohexomutase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05551	CDS	735				hypothetical protein
KENBAJHJ_05552	CDS	246				putative phosphatase/phosphohexomutase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05553	CDS	219				hypothetical protein
KENBAJHJ_05554	CDS	342				hypothetical protein
KENBAJHJ_05555	CDS	279				hypothetical protein
KENBAJHJ_05556	CDS	876				hypothetical protein
KENBAJHJ_05557	CDS	279				putative ATPase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05558	CDS	702				hypothetical protein
KENBAJHJ_05559	CDS	639				multidrug resistance secretion protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05560	CDS	366				hypothetical protein
KENBAJHJ_05561	CDS	591				hypothetical protein
KENBAJHJ_05562	CDS	261				hypothetical protein
KENBAJHJ_05563	CDS	345				hypothetical protein
KENBAJHJ_05564	CDS	432				putative cytosine/adenosine deaminase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05565	CDS	519				hypothetical protein
KENBAJHJ_05566	CDS	744				2-DMK methyltransferase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05567	CDS	519				ketodeoxygluconokinase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05568	CDS	183				hypothetical protein
KENBAJHJ_05569	CDS	693				putative inner membrane protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05570	CDS	849				hypothetical protein
KENBAJHJ_05571	CDS	255				hypothetical protein
KENBAJHJ_05572	CDS	171				hypothetical protein
KENBAJHJ_05573	CDS	741				dehydroquinate synthase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05574	CDS	687	cutL	1.2.5.3		Carbon monoxide dehydrogenase large chain
KENBAJHJ_05575	CDS	807	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
KENBAJHJ_05576	CDS	450				hypothetical protein
KENBAJHJ_05577	CDS	267				hypothetical protein
KENBAJHJ_05578	CDS	282				hypothetical protein
KENBAJHJ_05579	CDS	426				hypothetical protein
KENBAJHJ_05580	CDS	357				hypothetical protein
KENBAJHJ_05581	CDS	459				hypothetical protein
KENBAJHJ_05582	CDS	312				hypothetical protein
KENBAJHJ_05583	tRNA	76				tRNA-Ala(ggc)
KENBAJHJ_05584	CDS	456				hypothetical protein
KENBAJHJ_05585	CDS	174				hypothetical protein
KENBAJHJ_05586	CDS	393				hypothetical protein
KENBAJHJ_05587	CDS	414				hypothetical protein
KENBAJHJ_05588	CDS	777				hypothetical protein
KENBAJHJ_05589	CDS	549				hypothetical protein
KENBAJHJ_05590	CDS	309				hypothetical protein
KENBAJHJ_05591	CDS	318				hypothetical protein
KENBAJHJ_05592	CDS	615	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
KENBAJHJ_05593	CDS	252			COG0236	Aminoacyl carrier protein
KENBAJHJ_05594	CDS	807				hypothetical protein
KENBAJHJ_05595	CDS	390				hypothetical protein
KENBAJHJ_05596	CDS	822	devS	2.7.13.3		Oxygen sensor histidine kinase response regulator DevS/DosS
KENBAJHJ_05597	CDS	723				synthesis of vitamin B12 adenosyl cobalamide precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05598	CDS	753				high-affinity branched-chain amino acid transporter [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05599	CDS	570				hypothetical protein
KENBAJHJ_05600	CDS	309				hypothetical protein
KENBAJHJ_05601	CDS	165				putative periplasmic protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
KENBAJHJ_05602	CDS	315				hypothetical protein
KENBAJHJ_05603	CDS	237				hypothetical protein
KENBAJHJ_05604	CDS	123				hypothetical protein
KENBAJHJ_05605	CDS	678				hypothetical protein
KENBAJHJ_05606	CDS	729				putative oxidoreductase / K + channel protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
